timestamp,endpoint,status_code,response_time_ms,concurrent_users
2025-10-01 00:09:07,/cancelOrder,200,283.76,405
2025-10-01 00:09:20,/getProducts,200,292.25,217
2025-10-01 00:09:30,/getUser,200,166.17,83
2025-10-01 00:09:48,/logout,200,132.24,277
2025-10-01 00:10:23,/getOrder,200,261.19,381
2025-10-01 00:10:30,/getProducts,200,282.09,245
2025-10-01 00:10:58,/getOrder,200,315.67,375
2025-10-01 00:11:15,/updateProfile,200,262.5,147
2025-10-01 00:11:24,/login,200,242.06,371
2025-10-01 00:11:31,/createOrder,400,371.36,168
2025-10-01 00:11:36,/getProducts,200,288.0,329
2025-10-01 00:12:06,/updateProfile,200,247.2,132
2025-10-01 00:12:20,/getOrder,400,283.38,154
2025-10-01 00:13:23,/cancelOrder,400,304.89,109
2025-10-01 00:13:30,/cancelOrder,500,303.92,444
2025-10-01 00:13:57,/getUser,200,233.16,120
2025-10-01 00:14:57,/createOrder,200,344.44,465
2025-10-01 00:15:00,/getProducts,200,324.29,302
2025-10-01 00:15:05,/logout,500,125.73,457
2025-10-01 00:15:07,/updateProfile,400,219.68,259
2025-10-01 00:15:24,/getProducts,200,288.09,374
2025-10-01 00:15:57,/checkout,200,384.77,56
2025-10-01 00:16:08,/updateProfile,200,194.18,8
2025-10-01 00:16:26,/login,400,206.92,241
2025-10-01 00:16:32,/checkout,200,452.16,194
2025-10-01 00:16:41,/login,200,198.9,81
2025-10-01 00:16:54,/getOrder,200,289.43,274
2025-10-01 00:17:30,/cancelOrder,200,299.44,395
2025-10-01 00:17:36,/getOrder,200,286.78,336
2025-10-01 00:17:38,/getOrder,200,222.7,259
2025-10-01 00:17:58,/getUser,200,224.28,251
2025-10-01 00:18:45,/getOrder,200,231.67,161
2025-10-01 00:19:36,/getOrder,400,274.59,267
2025-10-01 00:19:58,/getProducts,400,258.93,28
2025-10-01 00:19:59,/login,400,191.72,126
2025-10-01 00:20:04,/checkout,200,318.97,231
2025-10-01 00:20:15,/getUser,200,185.69,273
2025-10-01 00:20:16,/getProducts,200,207.9,28
2025-10-01 00:20:20,/login,200,218.7,213
2025-10-01 00:20:30,/updateProfile,200,248.7,346
2025-10-01 00:20:42,/getOrder,500,305.55,204
2025-10-01 00:20:42,/getOrder,200,327.76,418
2025-10-01 00:20:43,/getProducts,200,292.33,467
2025-10-01 00:21:23,/login,400,280.01,378
2025-10-01 00:21:25,/cancelOrder,400,317.95,448
2025-10-01 00:21:28,/login,200,239.14,406
2025-10-01 00:21:32,/getOrder,200,296.87,478
2025-10-01 00:21:32,/checkout,200,395.81,38
2025-10-01 00:21:40,/checkout,200,394.28,397
2025-10-01 00:21:45,/cancelOrder,200,323.68,302
2025-10-01 00:21:45,/login,200,196.6,287
2025-10-01 00:21:51,/checkout,500,332.86,69
2025-10-01 00:22:08,/logout,200,122.52,158
2025-10-01 00:22:27,/login,200,193.73,321
2025-10-01 00:22:48,/logout,200,144.2,431
2025-10-01 00:22:48,/getUser,200,193.93,94
2025-10-01 00:23:04,/getUser,200,296.58,465
2025-10-01 00:23:06,/logout,200,85.22,179
2025-10-01 00:23:08,/login,200,222.38,178
2025-10-01 00:23:35,/checkout,200,336.18,40
2025-10-01 00:24:12,/addToCart,200,313.01,198
2025-10-01 00:24:20,/getProducts,200,282.56,308
2025-10-01 00:24:54,/updateProfile,200,234.82,390
2025-10-01 00:24:56,/login,200,179.9,13
2025-10-01 00:25:00,/checkout,200,339.18,263
2025-10-01 00:25:01,/getOrder,200,263.69,240
2025-10-01 00:25:05,/getOrder,200,263.97,52
2025-10-01 00:25:12,/addToCart,200,278.93,489
2025-10-01 00:25:18,/updateProfile,200,222.78,28
2025-10-01 00:25:19,/getProducts,200,268.69,147
2025-10-01 00:25:30,/getOrder,200,272.41,400
2025-10-01 00:25:44,/cancelOrder,200,326.28,337
2025-10-01 00:25:55,/login,200,243.49,401
2025-10-01 00:26:00,/cancelOrder,200,307.85,225
2025-10-01 00:26:03,/updateProfile,400,246.55,240
2025-10-01 00:26:08,/createOrder,200,329.68,306
2025-10-01 00:26:36,/updateProfile,200,234.56,328
2025-10-01 00:26:56,/getUser,200,173.57,190
2025-10-01 00:27:18,/logout,400,162.18,234
2025-10-01 00:27:18,/getProducts,200,287.47,39
2025-10-01 00:27:30,/logout,200,101.78,220
2025-10-01 00:27:35,/checkout,200,344.24,303
2025-10-01 00:27:40,/createOrder,200,356.6,422
2025-10-01 00:27:56,/getProducts,200,326.48,322
2025-10-01 00:28:08,/login,200,253.38,62
2025-10-01 00:28:12,/getOrder,200,318.21,471
2025-10-01 00:28:14,/createOrder,200,258.1,80
2025-10-01 00:28:24,/checkout,200,401.18,310
2025-10-01 00:28:44,/getProducts,200,290.52,114
2025-10-01 00:28:48,/logout,400,106.84,450
2025-10-01 00:29:00,/cancelOrder,200,248.17,208
2025-10-01 00:29:09,/updateProfile,200,225.59,220
2025-10-01 00:29:49,/getOrder,200,204.09,142
2025-10-01 00:29:52,/checkout,200,359.43,418
2025-10-01 00:30:00,/getUser,200,224.75,142
2025-10-01 00:30:00,/getProducts,200,288.31,294
2025-10-01 00:30:15,/addToCart,200,305.7,306
2025-10-01 00:30:18,/cancelOrder,200,324.62,311
2025-10-01 00:30:35,/checkout,400,359.46,307
2025-10-01 00:30:58,/updateProfile,200,282.85,275
2025-10-01 00:31:00,/getProducts,200,291.02,109
2025-10-01 00:31:12,/updateProfile,200,215.4,21
2025-10-01 00:31:28,/getUser,200,188.94,186
2025-10-01 00:31:30,/login,200,218.88,136
2025-10-01 00:31:33,/addToCart,200,281.18,336
2025-10-01 00:31:40,/cancelOrder,200,287.21,154
2025-10-01 00:31:44,/getOrder,200,231.57,429
2025-10-01 00:31:51,/createOrder,200,384.58,394
2025-10-01 00:31:54,/createOrder,200,298.51,250
2025-10-01 00:32:00,/checkout,200,417.44,470
2025-10-01 00:32:00,/login,200,207.74,214
2025-10-01 00:32:08,/cancelOrder,200,332.9,347
2025-10-01 00:32:16,/cancelOrder,200,306.6,39
2025-10-01 00:32:34,/login,200,251.34,367
2025-10-01 00:32:58,/getProducts,200,297.94,311
2025-10-01 00:33:06,/getOrder,200,252.44,63
2025-10-01 00:33:08,/getOrder,200,268.19,132
2025-10-01 00:33:33,/addToCart,200,261.9,57
2025-10-01 00:34:00,/cancelOrder,200,301.29,99
2025-10-01 00:34:24,/getProducts,200,276.25,468
2025-10-01 00:34:32,/login,200,198.85,110
2025-10-01 00:34:40,/logout,200,104.19,410
2025-10-01 00:34:48,/getProducts,200,253.45,345
2025-10-01 00:35:17,/cancelOrder,200,299.83,104
2025-10-01 00:36:00,/checkout,200,352.37,155
2025-10-01 00:36:20,/login,200,256.05,357
2025-10-01 00:36:24,/cancelOrder,200,289.97,60
2025-10-01 00:36:30,/getProducts,400,242.61,173
2025-10-01 00:36:35,/createOrder,200,312.04,78
2025-10-01 00:36:45,/createOrder,200,314.53,256
2025-10-01 00:36:54,/getProducts,200,227.44,142
2025-10-01 00:37:03,/getUser,200,220.37,480
2025-10-01 00:37:30,/logout,200,89.67,419
2025-10-01 00:37:34,/login,200,246.71,468
2025-10-01 00:37:35,/login,200,247.24,342
2025-10-01 00:37:40,/checkout,200,344.16,241
2025-10-01 00:37:54,/updateProfile,200,299.3,228
2025-10-01 00:38:00,/getOrder,400,304.56,121
2025-10-01 00:38:06,/getOrder,200,268.03,231
2025-10-01 00:38:32,/getOrder,200,224.23,27
2025-10-01 00:38:44,/login,200,244.47,8
2025-10-01 00:38:48,/createOrder,400,328.79,77
2025-10-01 00:38:51,/logout,200,109.82,214
2025-10-01 00:39:03,/getOrder,200,238.7,38
2025-10-01 00:39:09,/checkout,200,393.98,356
2025-10-01 00:39:12,/getOrder,200,222.74,290
2025-10-01 00:39:18,/logout,200,127.5,41
2025-10-01 00:39:40,/login,400,192.94,300
2025-10-01 00:40:10,/getOrder,400,250.27,159
2025-10-01 00:40:12,/checkout,200,365.09,303
2025-10-01 00:40:22,/cancelOrder,200,273.15,15
2025-10-01 00:40:48,/login,200,192.27,107
2025-10-01 00:40:48,/getOrder,200,261.14,225
2025-10-01 00:40:55,/cancelOrder,200,305.56,322
2025-10-01 00:41:11,/getUser,400,168.55,168
2025-10-01 00:41:15,/getProducts,200,288.31,206
2025-10-01 00:41:59,/cancelOrder,400,307.52,454
2025-10-01 00:42:47,/getUser,200,176.24,131
2025-10-01 00:42:48,/getProducts,200,228.37,46
2025-10-01 00:43:03,/logout,200,121.34,219
2025-10-01 00:43:18,/logout,200,69.4,23
2025-10-01 00:43:23,/updateProfile,200,231.31,315
2025-10-01 00:43:31,/cancelOrder,200,298.2,361
2025-10-01 00:44:05,/createOrder,200,340.93,478
2025-10-01 00:44:29,/getProducts,200,258.82,409
2025-10-01 00:45:06,/getProducts,200,306.64,268
2025-10-01 00:45:06,/getOrder,200,228.26,276
2025-10-01 00:45:22,/getUser,200,221.54,474
2025-10-01 00:46:00,/getProducts,200,293.86,220
2025-10-01 00:46:12,/logout,200,103.6,66
2025-10-01 00:46:50,/logout,200,111.99,325
2025-10-01 00:46:52,/getProducts,200,279.76,189
2025-10-01 00:47:47,/updateProfile,400,206.9,258
2025-10-01 00:47:51,/updateProfile,400,198.69,140
2025-10-01 00:47:55,/addToCart,200,223.48,389
2025-10-01 00:48:00,/login,200,240.24,286
2025-10-01 00:48:06,/createOrder,200,318.8,340
2025-10-01 00:48:31,/getUser,200,232.61,212
2025-10-01 00:48:45,/getUser,200,205.79,295
2025-10-01 00:48:46,/cancelOrder,200,330.67,441
2025-10-01 00:49:21,/createOrder,400,268.66,63
2025-10-01 00:49:21,/updateProfile,200,160.99,14
2025-10-01 00:50:25,/checkout,200,322.88,219
2025-10-01 00:51:08,/updateProfile,200,247.46,411
2025-10-01 00:51:57,/login,200,233.25,437
2025-10-01 00:52:24,/addToCart,200,248.05,166
2025-10-01 00:52:59,/getOrder,200,288.13,74
2025-10-01 00:53:51,/getOrder,400,248.54,364
2025-10-01 00:53:56,/getOrder,200,246.25,270
2025-10-01 00:54:06,/cancelOrder,200,295.89,28
2025-10-01 00:54:25,/getProducts,200,302.79,339
2025-10-01 00:54:32,/login,200,201.12,390
2025-10-01 00:56:07,/cancelOrder,200,302.63,409
2025-10-01 00:56:16,/getProducts,200,291.18,274
2025-10-01 00:56:18,/getProducts,200,287.99,402
2025-10-01 00:57:00,/cancelOrder,200,345.67,401
2025-10-01 00:57:09,/getOrder,200,270.31,365
2025-10-01 00:57:38,/updateProfile,200,277.49,483
2025-10-01 00:57:39,/cancelOrder,200,264.77,5
2025-10-01 00:58:03,/cancelOrder,400,328.22,174
2025-10-01 00:58:08,/login,200,223.26,145
2025-10-01 00:58:20,/updateProfile,200,241.13,106
2025-10-01 00:58:40,/login,200,229.05,478
2025-10-01 00:59:04,/createOrder,200,309.94,2
2025-10-01 00:59:24,/addToCart,200,259.99,328
2025-10-01 00:59:24,/addToCart,200,230.83,310
2025-10-01 00:59:47,/cancelOrder,200,278.88,67
2025-10-01 00:59:48,/createOrder,200,335.9,108
2025-10-01 00:59:51,/addToCart,200,251.68,13
2025-10-01 01:00:08,/checkout,200,345.54,301
2025-10-01 01:00:09,/updateProfile,200,265.46,345
2025-10-01 01:00:14,/getProducts,200,257.51,136
2025-10-01 01:00:16,/getUser,200,178.54,227
2025-10-01 01:00:33,/getUser,200,194.86,139
2025-10-01 01:01:03,/login,400,151.53,186
2025-10-01 01:02:50,/login,400,213.45,439
2025-10-01 01:02:58,/checkout,200,376.72,247
2025-10-01 01:03:00,/getProducts,200,282.74,97
2025-10-01 01:03:28,/addToCart,200,293.23,159
2025-10-01 01:03:33,/getOrder,200,283.51,307
2025-10-01 01:03:52,/getUser,200,199.98,3
2025-10-01 01:03:53,/createOrder,200,288.03,216
2025-10-01 01:04:10,/updateProfile,200,212.54,240
2025-10-01 01:04:12,/getOrder,200,305.75,261
2025-10-01 01:04:17,/addToCart,200,235.28,182
2025-10-01 01:04:30,/getProducts,200,338.41,263
2025-10-01 01:04:30,/createOrder,200,274.37,205
2025-10-01 01:05:00,/getOrder,200,259.6,282
2025-10-01 01:05:20,/updateProfile,200,269.78,216
2025-10-01 01:05:34,/createOrder,200,331.4,349
2025-10-01 01:05:35,/createOrder,200,308.38,418
2025-10-01 01:05:36,/login,200,220.29,182
2025-10-01 01:05:40,/getProducts,200,299.47,16
2025-10-01 01:05:49,/getUser,200,153.26,66
2025-10-01 01:05:52,/checkout,200,365.58,184
2025-10-01 01:06:05,/getProducts,200,336.82,486
2025-10-01 01:06:09,/createOrder,200,309.84,12
2025-10-01 01:06:24,/addToCart,200,268.05,462
2025-10-01 01:07:06,/createOrder,400,349.73,402
2025-10-01 01:07:18,/updateProfile,200,240.49,347
2025-10-01 01:08:21,/checkout,200,384.65,199
2025-10-01 01:08:30,/checkout,200,421.71,469
2025-10-01 01:08:50,/logout,200,169.56,280
2025-10-01 01:08:56,/getProducts,200,267.3,45
2025-10-01 01:09:04,/getProducts,200,275.41,8
2025-10-01 01:09:10,/login,200,262.62,351
2025-10-01 01:09:13,/createOrder,200,351.24,418
2025-10-01 01:09:21,/getProducts,200,281.38,237
2025-10-01 01:09:33,/getProducts,200,253.09,378
2025-10-01 01:09:41,/cancelOrder,200,313.96,449
2025-10-01 01:10:02,/getOrder,200,306.37,397
2025-10-01 01:10:03,/addToCart,200,272.68,120
2025-10-01 01:10:09,/getProducts,200,282.25,193
2025-10-01 01:10:16,/updateProfile,200,231.44,246
2025-10-01 01:10:24,/getProducts,200,211.72,43
2025-10-01 01:10:26,/createOrder,200,367.22,133
2025-10-01 01:10:38,/getOrder,400,226.9,142
2025-10-01 01:10:56,/addToCart,200,238.78,271
2025-10-01 01:11:40,/login,400,243.07,133
2025-10-01 01:11:43,/getProducts,400,231.97,64
2025-10-01 01:12:00,/getProducts,500,272.34,309
2025-10-01 01:12:03,/getProducts,200,374.18,435
2025-10-01 01:12:10,/getUser,500,155.81,136
2025-10-01 01:12:12,/cancelOrder,200,301.53,135
2025-10-01 01:12:33,/checkout,200,405.68,373
2025-10-01 01:12:45,/login,200,285.57,281
2025-10-01 01:13:03,/updateProfile,200,246.24,155
2025-10-01 01:13:16,/login,200,180.44,49
2025-10-01 01:13:20,/cancelOrder,200,255.38,15
2025-10-01 01:13:30,/getUser,200,216.21,164
2025-10-01 01:13:40,/getProducts,200,281.29,345
2025-10-01 01:13:42,/login,200,299.24,313
2025-10-01 01:13:48,/getUser,400,212.89,109
2025-10-01 01:13:54,/updateProfile,200,261.67,87
2025-10-01 01:13:58,/getUser,200,210.27,487
2025-10-01 01:14:07,/getProducts,200,223.28,143
2025-10-01 01:14:15,/getUser,200,232.47,271
2025-10-01 01:14:26,/addToCart,200,260.49,499
2025-10-01 01:14:30,/updateProfile,400,242.83,283
2025-10-01 01:14:40,/createOrder,500,244.45,24
2025-10-01 01:14:45,/login,200,249.63,294
2025-10-01 01:14:48,/getUser,200,250.79,328
2025-10-01 01:15:37,/cancelOrder,500,332.85,128
2025-10-01 01:15:39,/getProducts,200,283.17,414
2025-10-01 01:15:50,/checkout,200,375.66,283
2025-10-01 01:16:15,/addToCart,200,231.36,366
2025-10-01 01:16:15,/checkout,500,404.18,469
2025-10-01 01:16:16,/checkout,200,389.73,152
2025-10-01 01:16:18,/getProducts,200,229.46,5
2025-10-01 01:16:30,/updateProfile,200,237.46,229
2025-10-01 01:16:42,/createOrder,400,332.05,59
2025-10-01 01:16:48,/updateProfile,500,215.23,243
2025-10-01 01:16:55,/cancelOrder,200,272.1,115
2025-10-01 01:17:00,/logout,200,154.58,492
2025-10-01 01:17:08,/login,200,260.0,496
2025-10-01 01:17:15,/login,200,191.35,16
2025-10-01 01:17:20,/login,400,176.86,120
2025-10-01 01:17:27,/cancelOrder,200,325.23,321
2025-10-01 01:18:24,/login,200,242.22,164
2025-10-01 01:18:26,/getProducts,200,305.88,332
2025-10-01 01:18:50,/logout,200,98.15,29
2025-10-01 01:18:50,/getProducts,200,274.6,187
2025-10-01 01:19:18,/getOrder,200,288.89,460
2025-10-01 01:19:45,/getOrder,200,266.28,192
2025-10-01 01:19:55,/updateProfile,200,233.52,131
2025-10-01 01:20:05,/getOrder,200,288.95,118
2025-10-01 01:20:06,/login,200,267.27,455
2025-10-01 01:20:16,/getOrder,200,301.8,419
2025-10-01 01:20:38,/addToCart,200,229.37,252
2025-10-01 01:20:41,/checkout,200,331.2,80
2025-10-01 01:20:57,/getProducts,200,240.0,127
2025-10-01 01:21:32,/checkout,200,282.13,174
2025-10-01 01:21:36,/login,200,176.4,69
2025-10-01 01:21:56,/updateProfile,400,271.84,481
2025-10-01 01:22:00,/getProducts,200,281.9,55
2025-10-01 01:22:00,/createOrder,200,345.65,382
2025-10-01 01:22:08,/addToCart,400,236.59,200
2025-10-01 01:22:17,/getOrder,400,244.45,196
2025-10-01 01:22:24,/addToCart,200,289.18,182
2025-10-01 01:22:30,/getOrder,500,249.03,240
2025-10-01 01:22:57,/login,200,233.83,353
2025-10-01 01:23:24,/addToCart,200,287.99,308
2025-10-01 01:23:28,/getUser,200,177.85,453
2025-10-01 01:23:28,/checkout,200,333.96,249
2025-10-01 01:23:32,/logout,200,84.09,124
2025-10-01 01:24:24,/createOrder,200,326.05,239
2025-10-01 01:24:24,/getProducts,200,243.73,48
2025-10-01 01:24:28,/checkout,200,386.76,316
2025-10-01 01:24:36,/getProducts,200,226.24,4
2025-10-01 01:25:06,/createOrder,200,281.06,378
2025-10-01 01:25:22,/login,500,250.3,293
2025-10-01 01:25:36,/getProducts,200,220.05,81
2025-10-01 01:25:46,/cancelOrder,200,236.07,42
2025-10-01 01:25:50,/login,200,224.39,294
2025-10-01 01:25:57,/getProducts,400,292.79,434
2025-10-01 01:25:58,/cancelOrder,200,283.14,98
2025-10-01 01:25:59,/getUser,200,251.48,429
2025-10-01 01:26:15,/checkout,200,351.91,268
2025-10-01 01:26:39,/createOrder,200,328.69,446
2025-10-01 01:26:51,/getUser,200,148.34,98
2025-10-01 01:26:52,/login,200,259.8,443
2025-10-01 01:26:56,/getOrder,200,271.34,177
2025-10-01 01:26:57,/getUser,400,222.16,310
2025-10-01 01:27:00,/checkout,200,431.04,355
2025-10-01 01:27:00,/getProducts,200,287.8,131
2025-10-01 01:27:30,/getUser,200,251.83,463
2025-10-01 01:27:50,/checkout,200,378.62,468
2025-10-01 01:27:52,/checkout,200,403.53,456
2025-10-01 01:28:08,/login,200,243.33,415
2025-10-01 01:28:08,/addToCart,200,231.59,281
2025-10-01 01:28:40,/getUser,400,221.59,286
2025-10-01 01:28:48,/cancelOrder,200,299.85,241
2025-10-01 01:29:08,/addToCart,400,302.15,220
2025-10-01 01:29:15,/getOrder,200,270.78,183
2025-10-01 01:29:16,/checkout,200,379.79,436
2025-10-01 01:29:28,/updateProfile,200,240.86,72
2025-10-01 01:29:36,/login,200,182.43,81
2025-10-01 01:30:32,/getProducts,200,272.85,155
2025-10-01 01:30:48,/createOrder,500,293.74,18
2025-10-01 01:30:56,/getUser,200,213.74,287
2025-10-01 01:30:56,/getOrder,500,320.86,245
2025-10-01 01:31:00,/cancelOrder,200,349.17,336
2025-10-01 01:31:09,/createOrder,200,345.13,438
2025-10-01 01:31:24,/getProducts,400,257.76,36
2025-10-01 01:31:27,/updateProfile,400,228.32,416
2025-10-01 01:31:51,/getUser,400,223.37,462
2025-10-01 01:32:18,/getOrder,200,265.76,74
2025-10-01 01:32:30,/cancelOrder,200,316.61,97
2025-10-01 01:32:57,/checkout,200,383.93,406
2025-10-01 01:32:57,/getProducts,400,294.08,467
2025-10-01 01:33:00,/getUser,200,176.42,234
2025-10-01 01:33:08,/checkout,200,312.11,136
2025-10-01 01:33:20,/addToCart,200,274.48,197
2025-10-01 01:33:38,/getProducts,200,207.1,34
2025-10-01 01:34:12,/getProducts,400,263.32,99
2025-10-01 01:34:20,/createOrder,200,266.43,158
2025-10-01 01:34:23,/logout,200,117.67,36
2025-10-01 01:34:24,/login,200,244.98,450
2025-10-01 01:34:36,/getOrder,500,280.87,180
2025-10-01 01:34:44,/getOrder,400,306.24,137
2025-10-01 01:34:52,/getProducts,200,308.07,167
2025-10-01 01:34:56,/getOrder,200,285.07,161
2025-10-01 01:35:06,/cancelOrder,200,351.11,274
2025-10-01 01:35:12,/cancelOrder,200,242.11,148
2025-10-01 01:35:24,/getOrder,200,295.6,435
2025-10-01 01:35:30,/cancelOrder,400,303.42,267
2025-10-01 01:36:36,/cancelOrder,400,302.96,49
2025-10-01 01:36:48,/checkout,200,443.39,363
2025-10-01 01:36:50,/getUser,200,196.57,113
2025-10-01 01:36:58,/updateProfile,200,254.59,171
2025-10-01 01:37:04,/checkout,200,316.83,39
2025-10-01 01:37:30,/updateProfile,200,260.71,489
2025-10-01 01:37:51,/createOrder,200,348.82,107
2025-10-01 01:39:50,/login,200,210.49,338
2025-10-01 01:39:58,/getOrder,200,291.47,34
2025-10-01 01:40:06,/getOrder,200,273.36,204
2025-10-01 01:40:06,/updateProfile,200,213.06,342
2025-10-01 01:40:10,/getProducts,200,294.9,495
2025-10-01 01:40:33,/getUser,200,257.78,355
2025-10-01 01:40:38,/getProducts,400,317.35,120
2025-10-01 01:40:42,/getProducts,200,294.66,463
2025-10-01 01:41:23,/getOrder,200,281.91,183
2025-10-01 01:42:08,/addToCart,500,226.27,341
2025-10-01 01:42:25,/createOrder,400,367.72,197
2025-10-01 01:42:36,/cancelOrder,200,251.94,95
2025-10-01 01:42:40,/getUser,200,235.01,244
2025-10-01 01:43:00,/logout,200,133.6,495
2025-10-01 01:43:00,/getOrder,200,290.61,276
2025-10-01 01:43:12,/checkout,200,394.52,152
2025-10-01 01:43:15,/getUser,200,167.51,183
2025-10-01 01:43:36,/login,200,278.34,162
2025-10-01 01:43:39,/getUser,500,189.45,398
2025-10-01 01:43:45,/cancelOrder,200,268.34,495
2025-10-01 01:43:54,/createOrder,200,345.0,226
2025-10-01 01:44:10,/createOrder,200,277.38,173
2025-10-01 01:45:00,/getProducts,200,300.1,141
2025-10-01 01:45:24,/login,200,220.61,382
2025-10-01 01:45:24,/getProducts,500,292.24,191
2025-10-01 01:46:12,/checkout,200,395.33,266
2025-10-01 01:46:13,/checkout,200,345.71,140
2025-10-01 01:46:44,/getUser,200,181.64,235
2025-10-01 01:46:45,/getProducts,500,270.1,494
2025-10-01 01:46:58,/getProducts,200,303.01,384
2025-10-01 01:47:12,/getUser,500,241.29,330
2025-10-01 01:47:20,/logout,400,136.11,390
2025-10-01 01:47:20,/checkout,200,366.27,6
2025-10-01 01:47:26,/createOrder,200,331.7,196
2025-10-01 01:48:08,/getOrder,500,222.06,3
2025-10-01 01:48:10,/cancelOrder,500,321.94,9
2025-10-01 01:48:14,/createOrder,200,336.15,51
2025-10-01 01:48:15,/logout,200,84.11,147
2025-10-01 01:48:36,/getOrder,200,268.1,374
2025-10-01 01:48:45,/getProducts,200,299.75,255
2025-10-01 01:48:52,/checkout,200,406.01,158
2025-10-01 01:48:57,/getOrder,200,222.98,149
2025-10-01 01:49:30,/getUser,200,226.15,41
2025-10-01 01:49:41,/checkout,200,371.77,15
2025-10-01 01:49:44,/createOrder,200,333.61,228
2025-10-01 01:50:05,/getUser,200,188.47,454
2025-10-01 01:50:20,/logout,400,91.82,76
2025-10-01 01:50:44,/logout,200,90.08,346
2025-10-01 01:50:45,/updateProfile,200,247.75,352
2025-10-01 01:51:17,/updateProfile,200,263.36,219
2025-10-01 01:51:36,/getUser,200,238.72,207
2025-10-01 01:52:29,/createOrder,200,306.93,372
2025-10-01 01:52:48,/getOrder,200,252.77,447
2025-10-01 01:52:48,/createOrder,200,240.5,8
2025-10-01 01:52:56,/getOrder,200,264.95,468
2025-10-01 01:53:00,/createOrder,200,333.12,6
2025-10-01 01:53:20,/checkout,200,389.08,135
2025-10-01 01:53:32,/getUser,400,187.46,20
2025-10-01 01:53:36,/getOrder,200,316.26,276
2025-10-01 01:53:40,/createOrder,200,305.93,35
2025-10-01 01:53:57,/getOrder,200,315.13,468
2025-10-01 01:54:01,/getUser,200,177.42,44
2025-10-01 01:54:20,/getProducts,200,278.4,23
2025-10-01 01:54:24,/updateProfile,200,277.6,478
2025-10-01 01:54:35,/createOrder,200,332.34,333
2025-10-01 01:54:49,/getOrder,200,342.16,373
2025-10-01 01:55:48,/addToCart,400,242.13,364
2025-10-01 01:56:24,/cancelOrder,200,340.43,261
2025-10-01 01:56:36,/cancelOrder,200,352.67,290
2025-10-01 01:56:37,/checkout,200,393.0,475
2025-10-01 01:57:00,/updateProfile,500,276.14,364
2025-10-01 01:57:00,/getUser,200,146.27,146
2025-10-01 01:57:24,/getOrder,200,267.49,349
2025-10-01 01:57:34,/getOrder,400,270.15,177
2025-10-01 01:57:36,/checkout,200,396.97,373
2025-10-01 01:58:15,/getUser,200,208.77,81
2025-10-01 01:58:28,/addToCart,200,222.6,60
2025-10-01 01:58:35,/checkout,200,438.51,482
2025-10-01 01:58:36,/cancelOrder,400,339.61,273
2025-10-01 01:58:46,/checkout,200,356.2,30
2025-10-01 01:58:56,/checkout,400,418.91,251
2025-10-01 01:59:35,/getUser,200,289.27,296
2025-10-01 01:59:36,/updateProfile,200,217.64,180
